city,timestamp,temperature,season,rolling_mean,anomaly
Beijing,2010-01-01,-3.404762925224203,winter,-3.404762925224203,False
Beijing,2010-01-02,-7.807209142872409,winter,-5.605986034048306,False
Beijing,2010-01-03,-1.3310504573048658,winter,-4.181007508467159,False
Beijing,2010-01-04,0.7571276288036248,winter,-2.946473724149463,False
Beijing,2010-01-05,-7.978192392667807,winter,-3.952817457853132,False
Beijing,2010-01-06,0.767261985932409,winter,-3.166137550555542,False
Beijing,2010-01-07,-1.0229967252066223,winter,-2.8599745755056962,False
Beijing,2010-01-08,-1.902983726200564,winter,-2.7403507193425547,False
Beijing,2010-01-09,3.5839326175037263,winter,-2.037652570804079,False
Beijing,2010-01-10,-2.482704223545031,winter,-2.082157736078174,False
Beijing,2010-01-11,-2.960836502440109,winter,-2.162037623929259,False
Beijing,2010-01-12,-7.619243947612091,winter,-2.6168048175694953,False
Beijing,2010-01-13,0.08868276576972,winter,-2.408690388081863,False
Beijing,2010-01-14,2.377651646257765,winter,-2.0668088142004613,False
Beijing,2010-01-15,10.154520073783694,winter,-1.2520535550015175,True
Beijing,2010-01-16,-13.88750619483551,winter,-2.041769344991142,True
Beijing,2010-01-17,-6.918386576721138,winter,-2.32862918215173,False
Beijing,2010-01-18,-2.322915686848176,winter,-2.328311765745977,False
Beijing,2010-01-19,-0.4080705589031841,winter,-2.2272464390700404,False
Beijing,2010-01-20,-3.9478851354384608,winter,-2.3132783738884615,False
Beijing,2010-01-21,1.7301889986128427,winter,-2.120732308531257,False
Beijing,2010-01-22,2.439617033270294,winter,-1.9134437020857318,False
Beijing,2010-01-23,3.808718795673773,winter,-1.664654028270101,False
Beijing,2010-01-24,2.139643732545624,winter,-1.5061416215694459,False
Beijing,2010-01-25,-4.436313096178103,winter,-1.623348480553792,False
Beijing,2010-01-26,-5.015079828105782,winter,-1.7537996862288687,False
Beijing,2010-01-27,-8.71114892249945,winter,-2.0114792875722234,False
Beijing,2010-01-28,-10.06277384741932,winter,-2.299025521852477,False
Beijing,2010-01-29,4.867373079850441,winter,-2.051908328690307,False
Beijing,2010-01-30,5.06235710607888,winter,-1.8147661475313344,False
Beijing,2010-01-31,-3.794880340461388,winter,-1.827770061372574,False
Beijing,2010-02-01,1.390377705199208,winter,-1.5211838331035201,False
Beijing,2010-02-02,-2.724318047944565,winter,-1.5676260861248434,False
Beijing,2010-02-03,0.692428816961701,winter,-1.569782713186241,False
Beijing,2010-02-04,-2.7965796561171605,winter,-1.3970622886345525,False
Beijing,2010-02-05,-6.664762331889797,winter,-1.6447964325619595,False
Beijing,2010-02-06,2.6089302333970164,winter,-1.523732200608505,False
Beijing,2010-02-07,-1.5160948295335714,winter,-1.5108359040529384,False
Beijing,2010-02-08,3.1091965464211544,winter,-1.5266604397556909,False
Beijing,2010-02-09,-3.138614147194858,winter,-1.5485241038773516,False
Beijing,2010-02-10,-0.5127928492096019,winter,-1.466922648769668,False
Beijing,2010-02-11,1.3950023771271285,winter,-1.1664477712783607,False
Beijing,2010-02-12,-0.8542319427159022,winter,-1.197878261561215,False
Beijing,2010-02-13,-7.918794675013404,winter,-1.5410931389369202,False
Beijing,2010-02-14,0.096511066036458,winter,-1.8763601058618282,False
Beijing,2010-02-15,-2.243508233565424,winter,-1.4882268404861587,False
Beijing,2010-02-16,1.058601441829652,winter,-1.2223272398677991,False
Beijing,2010-02-17,2.3302455066139327,winter,-1.0672218667523956,False
Beijing,2010-02-18,0.0276747782652808,winter,-1.0526970221801135,False
Beijing,2010-02-19,-11.080578421266734,winter,-1.290453465041056,False
Beijing,2010-02-20,2.2279117844903844,winter,-1.2738627055118044,False
Beijing,2010-02-21,-5.17329002186548,winter,-1.5276262740163302,False
Beijing,2010-02-22,-9.109468372525727,winter,-1.9582325129563136,False
Beijing,2010-02-23,3.999067174116579,winter,-1.896251731570615,False
Beijing,2010-02-24,-3.560493550395075,winter,-1.8670577467111806,False
Beijing,2010-02-25,-1.7031074756698403,winter,-1.7566586682966494,False
Beijing,2010-02-26,-0.8236166861538665,winter,-1.49374092708513,False
Beijing,2010-02-27,-6.709453609846485,winter,-1.381963585832702,False
Beijing,2010-02-28,5.481703327703285,winter,-1.361485910904274,False
Beijing,2010-03-01,15.404523237641056,spring,-1.0167470398522014,False
Beijing,2010-03-02,10.051438667977614,spring,-0.5552030729042348,False
Beijing,2010-03-03,21.071357719266064,spring,0.10082959423132713,False
Beijing,2010-03-04,9.838926178730985,spring,0.5196044017871788,False
Beijing,2010-03-05,8.723995058368262,spring,0.7873232765007309,False
Beijing,2010-03-06,17.640091962166565,spring,1.468545663776855,False
Beijing,2010-03-07,16.09773033082552,spring,2.227295419200699,False
Beijing,2010-03-08,18.955971473947933,spring,2.7721967938857293,False
Beijing,2010-03-09,12.64942077232372,spring,3.2443806472809724,False
Beijing,2010-03-10,5.123875882897605,spring,3.3115366251635208,False
Beijing,2010-03-11,13.457866070694584,spring,3.8647526324265025,False
Beijing,2010-03-12,10.585477751701935,spring,4.234694985790219,False
Beijing,2010-03-13,16.365609456459133,spring,4.7337152217679535,False
Beijing,2010-03-14,11.35737908030947,spring,5.140768922535466,False
Beijing,2010-03-15,18.430989684873616,spring,6.019095067865034,False
Beijing,2010-03-16,13.444340726169116,spring,6.464022723202789,False
Beijing,2010-03-17,14.76849891214746,spring,7.031089628059886,False
Beijing,2010-03-18,2.969997748185621,spring,7.09480283827175,False
Beijing,2010-03-19,2.650530924462412,spring,7.1054790188667,True
Beijing,2010-03-20,14.528312410717463,spring,7.588833606615106,False
Beijing,2010-03-21,13.28138457002149,spring,8.400899039658047,False
Beijing,2010-03-22,24.814980950362497,spring,9.153801345187116,True
Beijing,2010-03-23,5.594922739664046,spring,9.512741770571436,False
Beijing,2010-03-24,15.196377024520912,spring,10.322936617139655,False
Beijing,2010-03-25,4.356506235000936,spring,10.334851252502467,False
Beijing,2010-03-26,15.047082113152118,spring,10.955103774620707,False
Beijing,2010-03-27,11.912926201319806,spring,11.408971563853695,False
Beijing,2010-03-28,12.863771972933842,spring,11.865217852489954,False
Beijing,2010-03-29,16.37581859739871,spring,12.634726926064792,False
Beijing,2010-03-30,22.888578199817587,spring,13.214956088468602,False
Beijing,2010-03-31,7.289636866184615,spring,12.944459876086722,False
Beijing,2010-04-01,10.601433801325143,spring,12.962793047198305,False
Beijing,2010-04-02,0.8406629105358672,spring,12.288436553573968,True
Beijing,2010-04-03,12.8792733647173,spring,12.38978145977351,False
Beijing,2010-04-04,10.653309149159346,spring,12.454091929466546,False
Beijing,2010-04-05,13.946311127036369,spring,12.330965901628872,False
Beijing,2010-04-06,13.42655307161222,spring,12.241926659655094,False
Beijing,2010-04-07,16.006129693544736,spring,12.143598600308325,False
Beijing,2010-04-08,18.45407368798447,spring,12.337087030830348,False
Beijing,2010-04-09,10.75028141034518,spring,12.524633881745268,False
Beijing,2010-04-10,8.165571680056996,spring,12.348224068724015,False
Beijing,2010-04-11,17.221295294138123,spring,12.569417986805222,False
Beijing,2010-04-12,14.117902770659772,spring,12.494494430611907,False
Beijing,2010-04-13,20.14274919006316,spring,12.787340100937032,False
Beijing,2010-04-14,-0.3598876497600844,spring,12.160977523115909,True
Beijing,2010-04-15,6.155213944836586,spring,11.918006630404824,False
Beijing,2010-04-16,15.416950446277582,spring,11.939621681542494,False
Beijing,2010-04-17,4.978116677003454,spring,12.006558979169755,False
Beijing,2010-04-18,11.648647343144615,spring,12.30649619312583,False
Beijing,2010-04-19,12.300298948512507,spring,12.232229077718996,False
Beijing,2010-04-20,8.561420067096984,spring,12.074896927621515,False
Beijing,2010-04-21,17.122029119818144,spring,11.818465199936702,False
Beijing,2010-04-22,14.57585523048601,spring,12.117829616297433,False
Beijing,2010-04-23,12.234507634021462,spring,12.01910063661412,False
Beijing,2010-04-24,9.487940228283383,spring,12.1901484363902,False
